first timestamp,209
timestamp,repeats,distance_from_founder
1026,111,2
1026,101,3
1026,68,2
1026,36,3
1026,36,3
1026,36,3
1026,34,2
1026,25,1
1026,24,1
1026,18,1
1026,13,3
1026,12,3
1026,9,2
1026,9,3
1026,8,3
1026,7,1
1396,350,4
1396,163,3
1396,121,3
1396,56,3
1396,52,2
1396,32,2
1396,28,5
1396,28,1
1396,27,5
1396,25,4
1396,24,3
1396,20,4
1396,19,5
1396,14,4
1750,245,5
1750,225,4
1750,89,8
1750,64,7
1750,64,4
1750,59,6
1750,48,7
1750,40,6
1750,30,5
1750,27,7
1750,22,5
1750,22,6
1750,21,6
1750,20,3
2043,433,8
2043,306,7
2043,60,8
2043,26,9
2043,25,9
2043,24,9
2043,19,9
2043,17,8
2043,16,6
2043,16,7
2043,14,8
2043,14,9
2043,14,9
209,819,0
209,18,1
209,16,1
209,13,1
209,11,2
209,10,1
572,1258,1
572,552,0
572,96,2
572,80,2
572,53,2
572,51,3
572,43,3
572,37,3
572,33,2
