first timestamp,134
timestamp,repeats,distance_from_founder
1057,386,3
1057,258,2
1057,172,3
1057,138,4
1057,93,4
1057,60,3
1057,57,4
1057,56,3
1057,50,3
1057,49,5
1057,45,2
1057,33,5
1057,32,4
1057,31,5
1057,31,7
1057,31,4
1057,30,4
1057,29,5
1057,28,3
1057,27,4
1057,24,5
1057,23,5
1057,23,5
1057,23,5
1057,22,6
1057,21,3
1057,21,3
1057,21,2
1057,20,5
1057,20,3
1057,18,5
1057,18,3
1057,18,4
1057,17,5
1057,16,5
1057,16,6
1057,16,3
1057,15,5
1057,15,6
1057,15,5
1057,15,5
1057,15,4
1813,62,3
1813,40,2
1813,32,4
1813,32,3
1813,31,3
1813,30,6
1813,29,3
1813,27,4
1813,24,4
1813,24,6
1813,23,7
1813,22,5
1813,20,4
1813,19,4
1813,18,3
1813,17,5
1813,17,4
1813,16,4
1813,15,6
1813,14,5
1813,14,6
1813,14,4
1813,13,5
1813,13,4
1813,12,5
1813,12,6
1813,11,7
1813,11,4
1813,10,3
1813,10,3
1813,10,6
1813,9,6
1813,9,7
1813,9,4
1813,9,4
1813,8,6
1813,8,5
1813,8,3
1813,8,8
1813,8,5
1813,8,4
1813,7,6
1813,7,6
1813,6,4
1813,6,6
1813,6,6
1813,6,6
2149,149,7
2149,87,5
2149,74,6
2149,66,4
2149,54,5
2149,53,4
2149,41,6
2149,40,7
2149,38,3
2149,37,7
2149,34,6
2149,31,5
2149,29,5
2149,29,5
2149,26,8
2149,26,6
2149,25,8
2149,24,7
2149,23,4
2149,22,7
2149,22,6
2149,21,6
2149,21,4
2149,21,7
2149,20,4
2149,20,9
2149,19,7
2149,19,7
2149,19,7
2149,19,5
2149,19,6
2149,17,4
2149,16,4
2149,16,6
2149,15,5
2149,14,6
2149,14,7
2149,14,7
2149,14,6
2149,13,5
2149,13,3
2149,13,8
2149,13,5
2149,13,6
2149,12,7
2149,12,7
2149,12,5
2149,12,5
2149,12,2
2149,12,10
2149,12,7
2149,12,4
2149,11,6
2149,11,5
2149,11,8
2149,11,7
303,888,1
303,63,2
303,22,2
303,20,2
303,13,2
303,11,2
303,9,2
303,7,2
713,866,1
713,652,2
713,128,3
713,92,7
713,86,2
713,75,2
713,69,3
713,66,2
713,49,4
713,46,3
713,43,3
713,17,3
713,16,3
