first timestamp,2668
timestamp,repeats,distance_from_founder
4445,681,9
4445,22,6
4445,16,6
4445,12,10
4445,11,10
4445,9,1
5034,184,7
5034,145,9
5034,99,8
5034,95,7
5034,69,8
5034,62,8
5034,60,9
5034,51,8
5034,49,8
5034,38,9
5034,34,9
5034,34,7
5034,33,8
5034,29,9
5034,28,9
5034,27,8
5034,25,9
5034,24,8
5034,24,8
5034,23,9
5034,23,8
5034,23,8
5034,22,10
5034,21,8
5034,20,8
5034,19,9
5034,19,10
5034,18,8
5034,17,8
5034,16,8
5034,16,7
5034,16,8
5034,16,10
5034,13,8
5034,12,10
5034,12,9
5392,126,9
5392,60,12
5392,54,10
5392,49,9
5392,47,7
5392,45,8
5392,43,10
5392,38,11
5392,32,8
5392,30,11
5392,29,10
5392,27,10
5392,21,11
5392,21,9
5392,20,12
5392,20,13
5392,19,13
5392,19,10
5392,19,11
5392,19,6
5392,19,11
5392,18,11
5392,18,12
5392,18,9
5392,17,9
5392,17,7
5392,17,8
5392,17,8
5392,17,11
5392,17,7
5392,17,8
5392,16,10
5392,15,9
5392,15,10
5392,13,11
5392,13,8
5392,13,11
5392,12,11
5392,12,8
5392,11,9
5392,11,10
5811,125,10
5811,67,9
5811,55,10
5811,43,10
5811,39,13
5811,38,12
5811,35,10
5811,30,10
5811,28,8
5811,28,9
5811,27,10
5811,27,12
5811,19,10
5811,19,11
5811,18,10
5811,17,11
5811,16,9
5811,15,8
5811,15,11
5811,14,10
5811,14,11
5811,13,11
5811,13,11
5811,13,11
5811,12,9
5811,12,11
5811,12,11
5811,12,13
5811,12,11
