first timestamp,122
timestamp,repeats,distance_from_founder
1084,163,4
1084,155,3
1084,92,5
1084,22,5
1084,22,4
1084,21,6
1084,20,3
1084,18,6
1084,15,5
1084,15,4
1084,15,4
1084,14,5
1084,12,3
1084,11,6
1084,10,5
1084,10,4
1282,302,5
1282,46,3
1282,40,5
1282,30,6
1282,30,4
1282,24,4
1282,16,7
1282,16,6
1282,12,6
1282,11,5
1282,8,6
1282,8,8
1282,7,6
2303,605,4
2303,155,5
2303,126,5
2303,77,5
2303,45,5
2303,34,6
2303,31,5
2303,29,7
2303,28,5
2303,25,5
2303,24,5
2303,23,5
2303,22,6
2303,22,6
2303,22,5
2303,20,8
2303,19,7
2303,19,5
2303,19,7
2303,16,7
2303,16,7
2303,15,6
2303,14,6
2303,11,5
2303,10,6
2578,211,4
2578,123,5
2578,104,5
2578,60,6
2578,59,5
2578,40,6
2578,40,5
2578,37,5
2578,36,6
2578,26,5
2578,24,6
2578,24,6
2578,19,6
2578,18,5
2578,15,6
2578,14,6
2578,13,5
2578,12,6
2578,11,5
2578,11,6
2578,11,5
2578,10,6
2578,10,6
2578,9,5
2578,9,5
2578,9,6
2639,243,4
2639,140,5
2639,89,5
2639,66,5
2639,60,8
2639,56,5
2639,47,5
2639,43,6
2639,37,5
2639,30,6
2639,22,6
2639,20,6
2639,19,5
2639,19,6
2639,19,6
2639,18,6
2639,17,6
2639,15,5
2639,15,6
2639,13,6
2922,168,6
2922,54,8
2922,42,7
2922,24,7
2922,20,4
2922,15,7
2922,14,7
2922,11,7
2922,10,7
2922,10,7
2922,10,7
2922,9,7
2922,8,7
2922,7,5
