first timestamp,209
timestamp,repeats,distance_from_founder
1026,160,3
1026,157,7
1026,145,2
1026,126,4
1026,123,5
1026,117,4
1026,102,4
1026,49,3
1026,41,5
1026,28,7
1026,26,5
1026,17,6
1396,206,7
1396,109,6
1396,79,5
1396,64,5
1396,48,6
1396,44,6
1396,40,5
1396,26,6
1396,23,4
1396,22,7
1396,21,4
1396,17,8
1396,16,4
1396,16,4
1750,168,6
1750,160,7
1750,51,7
1750,44,5
1750,40,5
1750,35,6
1750,26,4
1750,25,7
1750,21,7
1750,19,7
1750,19,6
1750,16,7
1750,13,8
1750,12,6
1750,12,5
2043,133,6
2043,111,10
2043,93,8
2043,84,7
2043,74,5
2043,38,7
2043,38,7
2043,30,6
2043,26,7
2043,20,6
2043,16,8
2043,13,4
2043,11,6
2043,10,5
2043,10,7
